label,index,x,y
source_frame,0,6347.6245069871,4715.5190390718
source_frame,1,3628.9111085067,5855.7480606109
source_frame,2,3597.9068324912,7279.5696287085
source_frame,3,6288.6207371791,5429.2839273908
source_frame,4,6480.6519113477,1152.4910825410
source_frame,5,3679.1087226107,7726.7387970856
source_frame,6,3669.1262498932,7259.4270054883
source_frame,7,6424.6421529705,2234.8411203327
source_frame,8,6360.4406339439,5090.1923793782
source_frame,9,6358.9513322029,5225.4148393334
source_frame,10,6386.0064638314,3634.3684268810
source_frame,11,5509.0589856489,7129.8727758863
source_frame,12,6366.9001714123,6582.8279323409
source_frame,13,6436.6323393658,1866.9082194579
source_frame,14,6395.8058713425,4388.5026238751
source_frame,15,3629.8522248206,4971.2761526362
source_frame,16,6321.2452534893,5481.7804339824
source_frame,17,4248.1343835947,7135.3178589010
source_frame,18,6413.4044326454,1525.9870899548
source_frame,19,3687.5014302502,4448.6391049790
source_frame,20,3929.9877742512,987.4426461828
source_frame,21,5496.0403904190,4402.4577616335
source_frame,22,6330.8730402301,6807.9097304185
source_frame,23,3649.2242857956,4220.8197632189
source_frame,24,3649.8604283517,8017.3757095850
source_frame,25,3672.2378050955,7106.0069604281
source_frame,26,3598.2764921160,2866.0113180654
source_frame,27,5353.0899169350,2343.8557636273
source_frame,28,6184.6246878933,7055.3759352818
source_frame,29,6358.3923005561,6633.7696766693
source_frame,30,3419.8486497610,3063.6212432701
source_frame,31,3651.0013926541,3748.0816098754
source_frame,32,3626.9274633704,5876.4437507756
source_frame,33,6260.5092591853,4382.8927520343
source_frame,34,3597.2608744830,7634.6903634087
source_frame,35,6356.4694120052,1020.4678214970
source_frame,36,3609.8766622089,3187.8086835110
source_frame,37,4507.0248743842,7762.8225995587
source_frame,38,3631.8528608993,6030.2882977207
source_frame,39,4401.1354699082,7831.5805135274
source_frame,40,6339.6295917585,2612.6689951903
source_frame,41,5098.8504330560,983.7042241425
source_frame,42,3578.7489936677,3069.5175561271
source_frame,43,3652.2623306065,3950.7276858569
source_frame,44,6450.2090771283,2236.4555847545
source_frame,45,3638.8518071108,7750.7178651179
source_frame,46,6625.6751983101,3718.9317559453
source_frame,47,3639.0984800626,7448.5530799727
source_frame,48,6673.7554939677,4401.4473147298
source_frame,49,3652.9843526010,6704.3389061256
source_frame,50,6417.5266564636,1014.5921600755
source_frame,51,6440.9056946529,1421.0513366013
source_frame,52,3608.6107043159,3083.4774056268
source_frame,53,5653.4499114150,7124.3152310560
source_frame,54,3644.4388180318,6273.5360766673
source_frame,55,3609.2525577755,7818.4998936925
source_frame,56,6419.1365573129,3043.2881236998
source_frame,57,3586.5598951824,2827.7721069497
