label,index,x,y
source_frame,0,6388.1511731797,4791.8939509571
source_frame,1,3621.5117239088,5810.3392967538
source_frame,2,3527.3468771094,7231.3819085492
source_frame,3,6297.5276941207,5502.3368731485
source_frame,4,6679.1794842147,1238.2807148962
source_frame,5,3588.6227855014,7681.7143137309
source_frame,6,3599.3900761210,7214.4199463562
source_frame,7,6575.1887607001,2317.0784840652
source_frame,8,6384.3261640357,5166.7669085728
source_frame,9,6376.8369747111,5301.7900315529
source_frame,10,6474.4782323698,3713.5120799562
source_frame,11,5443.2596485570,7166.6520663751
source_frame,12,6324.5341588137,6658.2183947782
source_frame,13,6603.4964908183,1950.0402618983
source_frame,14,6450.7984919457,4467.3381111842
source_frame,15,3661.7059684217,4926.7806601006
source_frame,16,6327.7901985464,5556.2295729758
source_frame,17,4183.3358226344,7116.1302506196
source_frame,18,6595.4220107030,1608.4241689472
source_frame,19,3742.4937066024,4407.2171357553
source_frame,20,4138.3536841483,960.1929943273
source_frame,21,5551.3002358388,4441.3466935236
source_frame,22,6278.5530929118,6881.4794786813
source_frame,23,3714.3652075331,4177.9234816615
source_frame,24,3546.5044527365,7970.7667720657
source_frame,25,3609.3075537966,7061.2891668290
source_frame,26,3723.5958396586,2822.1888482724
source_frame,27,5499.8541484148,2378.4287784933
source_frame,28,6121.4659608078,7122.2111468058
source_frame,29,6313.7738078002,6708.7323535202
source_frame,30,3536.5736140896,3011.6851928547
source_frame,31,3737.1213198232,3705.7300053312
source_frame,32,3618.6115307058,5830.9265578344
source_frame,33,6315.8841662841,4455.7291209373
source_frame,34,3510.9408186902,7586.1240609964
source_frame,35,6560.9787168301,1100.8761546031
source_frame,36,3720.9027788181,3144.1839659018
source_frame,37,4414.1217126760,7754.5065963020
source_frame,38,3616.7042466848,5984.8381117647
source_frame,39,4305.2850760924,7818.4972460156
source_frame,40,6473.4914551638,2690.7610989002
source_frame,41,5306.2305349890,1008.3339562820
source_frame,42,3695.0557012210,3024.6279073090
source_frame,43,3729.3873093136,3908.2323686672
source_frame,44,6600.6588407023,2319.8260522523
source_frame,45,3547.3413132864,7703.8830981141
source_frame,46,6710.1577777317,3808.6289071060
source_frame,47,3560.9982236554,7402.0269949315
source_frame,48,6727.8997375642,4492.6058260695
source_frame,49,3607.8996421360,6659.1623969357
source_frame,50,6622.2365690719,1097.7160855033
source_frame,51,6627.5533648705,1504.8123558020
source_frame,52,3724.2684310686,3039.8993046171
source_frame,53,5587.7549518648,7167.5082615219
source_frame,54,3618.4821380822,6228.4047913036
source_frame,55,3514.7629714043,7770.2846839318
source_frame,56,6533.8086221417,3124.4845485519
source_frame,57,3713.5878952615,2783.4673173187
source_frame,58,3733.9048458520,2894.3724161381
source_frame,59,3871.7775787544,919.6476403877
source_frame,60,6583.9251906206,2570.9466617358
source_frame,61,3610.3494140425,6654.4690309808
source_frame,62,6365.8251857365,4932.3341858564
source_frame,63,6531.8389146341,2794.3094740802
source_frame,64,3696.5703679982,5395.9991929507
source_frame,65,3779.3494417738,2286.5784678732
source_frame,66,3807.0566968412,4339.4636949764
source_frame,67,6305.4489524183,6640.8656758253
source_frame,68,3869.1230052381,3722.2412565178
source_frame,69,3747.9838490657,2551.6649901097
source_frame,70,3801.1319825535,1249.4368566101
source_frame,71,6351.1259033447,5174.5348635679
source_frame,72,3381.3055334010,3646.7138907981
source_frame,73,6492.8710818075,3518.3201457568
source_frame,74,6510.5292634186,3423.6003689578
source_frame,75,3685.7444079500,3291.5600724502
source_frame,76,6322.9463651250,5460.2934147894
source_frame,77,6536.0859410960,2415.9805468068
source_frame,78,3810.0265868622,1644.6311495532
source_frame,79,6546.3230191030,3613.3358629814
source_frame,80,6528.1750337960,2881.6240806644
source_frame,81,4077.1231383628,7764.3403468432
source_frame,82,6402.3965872543,2458.4337115802
source_frame,83,3562.7854532565,7205.7253348569
source_frame,84,6541.0829783065,3249.9965000119
source_frame,85,6303.6994518380,6397.8122004629
source_frame,86,3691.8134548611,4288.7771241582
source_frame,87,5744.8585145427,1001.2563906664
source_frame,88,3724.0731665029,3732.9479218799
source_frame,89,6271.5461750694,5581.6951034093
source_frame,90,3613.6371342187,6378.7990367410
source_frame,91,3901.1877096736,781.9199416437
source_frame,92,3845.8976938261,1370.8682630587
source_frame,93,3765.9812634885,3240.3723450564
source_frame,94,3605.8234076858,6360.6745749334
source_frame,95,6417.6706317847,4652.7296525894
source_frame,96,3553.8654165241,7487.8301920497
source_frame,97,3521.1097329756,3086.2813229735
source_frame,98,4358.3415470525,5737.4157027072
source_frame,99,6753.9835853883,3836.7373847438
source_frame,100,4465.3194889210,2393.9247132608
source_frame,101,3635.5823958686,5653.5052622450
source_frame,102,3584.9521161258,5957.6342724956
source_frame,103,5954.5156936223,1081.5121333697
source_frame,104,3648.1539154452,5172.0014583887
source_frame,105,6555.2153771257,1763.3169997817
source_frame,106,3835.1949635009,6393.4141041159
source_frame,107,3900.8129487250,966.5637490992
source_frame,108,6282.7684139082,6130.0210481711
source_frame,109,3504.6883170536,4322.3876746429
source_frame,110,3702.1748112003,4601.9997053020
source_frame,111,3691.4060888718,3773.5329454932
source_frame,112,6506.9801939559,3813.4230161521
source_frame,113,3651.6975203853,5641.7997985782
source_frame,114,4166.1967682129,7115.1929612563
source_frame,115,3601.7552184980,6301.2357282073
source_frame,116,3529.8064420370,7013.0558627462
source_frame,117,3721.7844520772,4244.4816730927
source_frame,118,5467.9300792846,5784.0244332264
source_frame,119,3537.4820802667,7800.0084688047
source_frame,120,4518.3604382116,1648.9906910850
source_frame,121,4163.5108741483,5032.9836779583
source_frame,122,3666.1182119283,5507.3585979228
source_frame,123,6312.6003949861,6847.3995748558
source_frame,124,6257.1195433243,6526.1142918217
