label,index,x,y
source_frame,0,6755.4969629490,5275.7237091578
source_frame,1,3819.6097457396,5544.2214046104
source_frame,2,3361.2344295769,6892.5986487242
source_frame,3,6484.2690180114,5938.5790195639
source_frame,4,7955.4206457098,1918.1877577671
source_frame,5,3303.9928128876,7343.4616095280
source_frame,6,3435.2135193296,6894.8402920137
source_frame,7,7576.0413792781,2933.4168302148
source_frame,8,6654.8781519047,5636.8611067097
source_frame,9,6612.7332198186,5765.3567735451
source_frame,10,7117.7056419522,4256.3294313111
source_frame,11,5228.7374512502,7325.4313696511
source_frame,12,6211.5026158926,7062.1402911710
source_frame,13,7698.2847583524,2586.1778053509
source_frame,14,6899.9284285846,4978.4011042089
source_frame,15,4086.8824533539,4701.0981980380
source_frame,16,6499.5684996811,5998.4636430447
source_frame,17,4024.7166003875,6950.8725736225
source_frame,18,7778.8100889092,2254.0898300627
source_frame,19,4299.2569949879,4220.0888753256
source_frame,20,5572.8890699294,992.6220836932
source_frame,21,6037.7354304338,4720.7270844260
source_frame,22,6109.3605926724,7265.9214902536
source_frame,23,4331.3690884680,3991.3191095787
source_frame,24,3188.5717401023,7611.7958294504
source_frame,25,3484.3859287538,6749.4805102532
source_frame,26,4690.8127037314,2684.0693674917
source_frame,27,6521.4085855251,2714.6519853560
source_frame,28,5895.3733408788,7457.8526216015
source_frame,29,6188.0476973832,7108.1545496073
source_frame,30,4461.1551805658,2818.7675468421
source_frame,31,4475.4376378734,3541.0649893225
source_frame,32,3811.4853046866,5563.3587998615
source_frame,33,6772.6030392582,4932.3045842081
source_frame,34,3253.6672000577,7231.0368921443
source_frame,35,7876.7651111766,1754.8943363230
source_frame,36,4604.9589821614,2994.4195678243
source_frame,37,4082.6022197918,7627.2125331365
source_frame,38,3769.8488525253,5711.5438531462
source_frame,39,3960.9214348505,7660.8874984619
source_frame,40,7381.1859343591,3268.0993576473
source_frame,41,6688.6083411071,1341.0821228228
source_frame,42,4610.9021336890,2872.2459147052
source_frame,43,4415.6093690151,3734.6821381515
source_frame,44,7599.9350270254,2942.6562946792
source_frame,45,3258.3832455875,7354.2032257923
source_frame,46,7320.7789332160,4409.1472878737
source_frame,47,3349.6210521214,7066.1419807623
source_frame,48,7161.0745541700,5074.4545207571
source_frame,49,3586.9962576157,6360.6630187602
source_frame,50,7936.7570860454,1767.6800099202
source_frame,51,7836.6378592747,2162.3086733995
source_frame,52,4635.1731206813,2894.5510341020
source_frame,53,5368.0981898240,7363.6178894233
source_frame,54,3708.5918284305,5947.2883446586
source_frame,55,3209.7444359614,7409.9238248294
source_frame,56,7327.3124415750,3702.6702243483
source_frame,57,4691.1565531473,2644.0768972250
source_frame,58,4682.1080287120,2756.4639233045
source_frame,59,5325.8602562656,884.5317931352
source_frame,60,7518.8428214045,3180.9116823202
source_frame,61,3590.5762067803,6356.7626302720
source_frame,62,6697.6191193307,5405.6162205354
source_frame,63,7410.7768781919,3383.2126412951
source_frame,64,3999.2443524737,5163.3763839845
source_frame,65,4883.1532655328,2181.0862146664
source_frame,66,4379.1424202940,4171.3320576525
source_frame,67,6197.5529199916,7040.4431037385
source_frame,68,4598.6819382991,3591.1440146795
source_frame,69,4784.3157353740,2429.0495331421
source_frame,70,5172.3493783493,1184.8418624976
source_frame,71,6620.7983671795,5635.7809641989
source_frame,72,4146.9791487763,3392.0589606460
source_frame,73,7185.9402027006,4072.5299949507
source_frame,74,7227.4878769759,3985.5964671436
source_frame,75,4532.8918095074,3127.6942857910
source_frame,76,6519.6937794766,5904.5371702964
source_frame,77,7512.6969021121,3018.8458986171
source_frame,78,5078.7635766301,1568.8982917854
source_frame,79,7213.0082132582,4178.1350086802
source_frame,80,7384.6622799811,3466.6110363998
source_frame,81,3754.5198946717,7549.5805185896
source_frame,82,7372.5769962741,3025.2900058360
source_frame,83,3402.1015457855,6876.9771486119
source_frame,84,7301.8881832770,3825.7952555440
source_frame,85,6258.7046799787,6805.2017066832
source_frame,86,4280.9228058361,4092.5726733283
source_frame,87,7114.1518076403,1447.6530122503
source_frame,88,4455.7959281379,3563.9838140085
source_frame,89,6438.6527668087,6008.5213219891
source_frame,90,3665.0269505126,6091.3161355016
source_frame,91,5389.8800355806,759.0911989941
source_frame,92,5184.1967071064,1313.7185329200
source_frame,93,4623.6350648283,3098.9924036890
source_frame,94,3662.1650115940,6071.7877012640
source_frame,95,6819.9937871299,5148.9236301078
source_frame,96,3320.5462563783,7147.1834628919
source_frame,97,4426.9301886493,2886.8290203504
source_frame,98,4550.2400335348,5664.2856432453
source_frame,99,7355.8470747426,4447.6312245451
source_frame,100,5518.0441469398,2462.1408191263
source_frame,101,3873.7516117679,5396.3581010741
source_frame,102,3746.2099581291,5677.0554588991
source_frame,103,7295.9299084049,1579.3869830356
source_frame,104,4010.3890661383,4934.4769883452
source_frame,105,7699.9228485944,2393.3204507719
source_frame,106,3875.2725270790,6162.7183024495
source_frame,107,5341.7781352230,937.3597695819
source_frame,108,6307.7230785144,6541.1043644029
source_frame,109,4091.4703323811,4076.6589495297
source_frame,110,4209.9477693042,4397.8238604396
source_frame,111,4413.7463037221,3594.7427344892
source_frame,112,7123.2703624664,4361.2465727328
source_frame,113,3892.3452445016,5389.2172370083
source_frame,114,4008.4026531306,6945.5358309163
source_frame,115,3673.6031373114,6013.3180857063
source_frame,116,3420.0588293803,6682.3321470569
source_frame,117,4321.3273587333,4057.5324141340
source_frame,118,5610.0490920970,5996.1950345123
source_frame,119,3224.0059185189,7444.5109815488
source_frame,120,5761.8851763025,1756.2501816363
source_frame,121,4544.1658423640,4933.4323249948
source_frame,122,3941.0355340147,5263.0758540867
source_frame,123,6151.0616038422,7241.8033582632
source_frame,124,6180.5359399010,6917.0979201977
source_frame,125,4199.3813829127,4474.5370628792
source_frame,126,7377.4766153782,3551.5321795113
source_frame,127,4412.4879630018,3797.5073637908
source_frame,128,5335.2548234558,721.5260452105
source_frame,129,7329.4272983284,3825.3791951095
source_frame,130,4494.4461060875,4965.9564047589
source_frame,131,3275.7080383740,7272.6442928859
source_frame,132,4899.0898849893,2173.6887611987
source_frame,133,5940.1795836060,8048.2878467302
source_frame,134,6948.3825217146,4834.3593048783
source_frame,135,4260.6341058338,4860.8395899922
source_frame,136,5818.4096886020,8249.9737173190
source_frame,137,3380.5396113560,7025.7673038339
source_frame,138,6009.6837491963,4702.0493209122
source_frame,139,4516.9529336129,3129.0670638343
source_frame,140,3480.0793095761,6578.3103968650
source_frame,141,3753.2126208460,6154.2813784097
source_frame,142,6375.2732970663,6180.1734191269
source_frame,143,5547.0729584215,6016.3700884929
source_frame,144,5914.2251428218,8083.8954419843
source_frame,145,3190.8671320667,7446.6804020697
source_frame,146,6674.1241595029,5529.5723997178
source_frame,147,3724.7074484005,5972.1132569914
source_frame,148,3354.4210203305,6934.5039168274
source_frame,149,6105.7125828827,7405.9196330558
source_frame,150,4885.2912050057,2111.7068872011
source_frame,151,5872.9293157069,8126.8245126061
source_frame,152,4875.4432517492,2236.3547177292
source_frame,153,4701.1871933838,2666.9205037017
source_frame,154,5382.0233819139,729.4636087109
source_frame,155,6953.2325600082,5740.4172428898
source_frame,156,5000.9431716749,1874.3523636206
source_frame,157,7821.7631091790,2063.6509731800
source_frame,158,4753.6143597003,2406.7583466493
source_frame,159,3942.0193048560,5164.5549727119
source_frame,160,6987.7437400780,5017.5051344797
source_frame,161,4917.9998329348,2069.8771605184
source_frame,162,3440.5779498703,6817.5192121154
source_frame,163,7574.3925334518,2855.0727986952
source_frame,164,6168.2607143832,6999.1622069847
source_frame,165,4639.5554008459,5701.1357119290
source_frame,166,4081.2367524817,4802.2027846826
source_frame,167,6652.3442376752,5688.0538012265
source_frame,168,6637.8010118469,5536.0838765552
source_frame,169,6297.9457560463,3375.6703588119
source_frame,170,7003.3638470729,2202.7986166185
source_frame,171,4222.1367420192,4355.6361739685
source_frame,172,8210.7963550254,1867.2017086391
source_frame,173,6360.6149950572,6438.2323980370
source_frame,174,6286.6697836258,6228.8061962129
source_frame,175,7937.5233045078,1849.7219972733
source_frame,176,7468.7355767665,3287.3114641766
source_frame,177,7257.4423199605,3878.3752566183
source_frame,178,7178.1135592168,4228.8348123910
source_frame,179,7485.8923667797,3097.2837376163
source_frame,180,4141.3831324039,4751.4719956493
source_frame,181,5554.5152348416,1682.8634521564
source_frame,182,6783.5602139152,5296.6803156683
source_frame,183,7204.3186376259,3676.3808065057
source_frame,184,3998.6285375754,5058.4747651578
source_frame,185,8062.4221689601,1462.3873228194
source_frame,186,4816.7546438731,4306.9398542740
source_frame,187,5434.1044003548,5917.1433129195
source_frame,188,3772.8859387140,5681.3736226695
source_frame,189,5220.0572654025,1234.0674086526
source_frame,190,7224.1638833675,4014.4743115297
source_frame,191,6573.5547765500,2051.4215051319
source_frame,192,4913.5200058874,2013.7939994854
source_frame,193,4371.6372503931,3852.1356977453
source_frame,194,6322.5604358225,6662.8097247497
source_frame,195,7381.8025690318,4461.4952856451
source_frame,196,6705.7925782699,5439.0009241919
source_frame,197,7201.7672700814,4176.0377618463
source_frame,198,7613.8377605288,2659.3888892930
source_frame,199,3814.3234754481,5481.4958652737
source_frame,200,3906.0580457558,5229.2369526922
source_frame,201,3894.2427648389,5329.3964482310
source_frame,202,4520.7801585333,3339.4831045646
source_frame,203,5940.5279415045,8140.6271172870
source_frame,204,5337.6848041281,6624.7326747464
source_frame,205,3183.4610850702,7693.7242305010
source_frame,206,6663.6408112976,5455.6364280040
source_frame,207,3829.5183765588,5683.7874706515
source_frame,208,6485.7838314424,6053.8766443611
source_frame,209,5180.7945922696,1361.3695318887
source_frame,210,5072.5935769249,1532.0259109557
source_frame,211,4372.7215088541,3864.8559914287
source_frame,212,4579.4411396116,3181.1543610853
source_frame,213,4799.1935140653,2328.3998087573
source_frame,214,3335.5592785528,7137.9289554118
source_frame,215,5280.9343046698,1032.1054543856
source_frame,216,8035.2438308027,1527.7561007722
source_frame,217,4927.6840116119,2149.0165044080
